,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
18181,+45,Mujer,5.5,Literaria,+50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
18182,0-18,Hombre,7.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Entre Naranjos
18183,35-45,Prefiero no decirlo,3.5,Patrimonio,Gratis,Baja,Amigos,Pie,Torres de Quart - Temple
18184,18-35,Prefiero no decirlo,3.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
18185,+45,Mujer,7.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
18186,0-18,Prefiero no decirlo,3.5,Literaria,+50 Euros,Baja,Familia,Pie,Entre Naranjos
18187,+45,Mujer,1.5,Literaria,Gratis,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
18188,0-18,Prefiero no decirlo,1.5,Literaria,Gratis,Baja,Familia,Pie,Entre Naranjos
18189,+45,Prefiero no decirlo,3.5,Historica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18190,0-18,Hombre,3.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
18191,+45,Prefiero no decirlo,1.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18192,0-18,Prefiero no decirlo,5.5,Historica,Gratis,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18193,35-45,Mujer,3.5,Patrimonio,Gratis,Baja,Familia,Pie,Torres de Quart - Temple
18194,35-45,Hombre,1.5,Historica,+50 Euros,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18195,0-18,Mujer,7.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18196,18-35,Mujer,1.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
18197,+45,Prefiero no decirlo,3.5,Literaria,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
18198,18-35,Prefiero no decirlo,1.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18199,+45,Prefiero no decirlo,7.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18200,35-45,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 1
18201,18-35,Prefiero no decirlo,3.5,Turistica,+50 Euros,Alta,Pareja,Pie,Ruta pel Centre Històric
18202,35-45,Hombre,3.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18203,+45,Hombre,7.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18204,18-35,Prefiero no decirlo,5.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18205,35-45,Mujer,1.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18206,0-18,Prefiero no decirlo,3.5,Turistica,+50 Euros,Baja,Familia,Pie,Arbres: La volta al món
18207,35-45,Hombre,1.5,Historica,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
18208,0-18,Mujer,7.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
18209,18-35,Mujer,1.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
18210,+45,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
18211,35-45,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Sant Agustí - Portal Nou
18212,18-35,Mujer,3.5,Patrimonio,+50 Euros,Baja,Solo,Pie,Serrans - Palau de la Generalitat
18213,35-45,Mujer,5.5,Historica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
18214,0-18,Mujer,5.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18215,18-35,Mujer,7.5,Turistica,+50 Euros,Baja,Familia,Pie,Arbres: Un passeig per l’Albereda
18216,35-45,Mujer,1.5,Turistica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18217,35-45,Hombre,7.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
18218,18-35,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
18219,0-18,Prefiero no decirlo,7.5,Literaria,+50 Euros,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
18220,35-45,Mujer,5.5,Literaria,Gratis,Baja,Solo,Pie,Contes Blasco Ibañez – Ruta 1
18221,35-45,Mujer,1.5,Turistica,+50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
18222,0-18,Mujer,5.5,Patrimonio,Gratis,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
18223,35-45,Mujer,3.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
18224,18-35,Mujer,5.5,Turistica,1-50 Euros,Baja,Solo,Bicicleta,Arbres monumentals i singulars
18225,0-18,Hombre,1.5,Turistica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18226,0-18,Mujer,3.5,Historica,+50 Euros,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18227,18-35,Mujer,3.5,Turistica,+50 Euros,Alta,Solo,Pie,Ruta pel Centre Històric
18228,18-35,Mujer,7.5,Turistica,Gratis,Alta,Solo,Pie,Ruta pel Centre Històric
18229,0-18,Mujer,3.5,Turistica,1-50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
18230,+45,Hombre,5.5,Turistica,1-50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
18231,+45,Prefiero no decirlo,3.5,Historica,1-50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
18232,0-18,Mujer,1.5,Literaria,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
18233,18-35,Hombre,5.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
18234,+45,Mujer,5.5,Historica,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
18235,18-35,Hombre,5.5,Literaria,1-50 Euros,Alta,Familia,Pie,No hay ruta
18236,18-35,Mujer,5.5,Historica,+50 Euros,Baja,Solo,Pie,Ruta Valencia en la Memòria
18237,+45,Mujer,1.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
18238,0-18,Mujer,3.5,Turistica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
18239,18-35,Hombre,3.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
18240,0-18,Hombre,1.5,Historica,Gratis,Alta,Solo,Pie,Glorieta-Santa Catalina
18241,18-35,Prefiero no decirlo,5.5,Turistica,+50 Euros,Baja,Amigos,Pie,Arbres: Els indians
18242,+45,Hombre,7.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18243,0-18,Hombre,1.5,Patrimonio,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
18244,0-18,Mujer,3.5,Literaria,Gratis,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 1
18245,35-45,Prefiero no decirlo,7.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
18246,0-18,Mujer,3.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18247,+45,Mujer,1.5,Patrimonio,1-50 Euros,Baja,Amigos,Pie,Sant Agustí - Portal Nou
18248,18-35,Prefiero no decirlo,1.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
18249,18-35,Prefiero no decirlo,3.5,Historica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
18250,35-45,Hombre,5.5,Patrimonio,+50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
18251,0-18,Prefiero no decirlo,3.5,Historica,+50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18252,35-45,Mujer,3.5,Literaria,Gratis,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
18253,18-35,Prefiero no decirlo,7.5,Literaria,+50 Euros,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 2
18254,+45,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
18255,0-18,Mujer,3.5,Literaria,+50 Euros,Baja,Familia,Pie,Contes Blasco Ibañez – Ruta 1
18256,0-18,Hombre,7.5,Turistica,+50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
18257,18-35,Hombre,1.5,Turistica,1-50 Euros,Alta,Familia,Pie,Ruta pel Centre Històric
18258,35-45,Prefiero no decirlo,7.5,Turistica,+50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
18259,0-18,Mujer,3.5,Literaria,Gratis,Baja,Familia,Bicicleta,Entre Naranjos
18260,18-35,Hombre,1.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
18261,0-18,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
18262,35-45,Prefiero no decirlo,3.5,Historica,Gratis,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18263,0-18,Prefiero no decirlo,3.5,Patrimonio,+50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
18264,18-35,Mujer,1.5,Patrimonio,+50 Euros,Baja,Amigos,Pie,Serrans - Palau de la Generalitat
18265,35-45,Prefiero no decirlo,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18266,0-18,Hombre,7.5,Patrimonio,Gratis,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
18267,0-18,Mujer,1.5,Patrimonio,1-50 Euros,Baja,Pareja,Pie,Sant Agustí - Portal Nou
18268,18-35,Mujer,3.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
18269,35-45,Mujer,1.5,Turistica,Gratis,Baja,Solo,Pie,Arbres: La volta al món
18270,18-35,Prefiero no decirlo,5.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18271,35-45,Prefiero no decirlo,1.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Sant Agustí - Portal Nou
18272,+45,Mujer,5.5,Patrimonio,1-50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
18273,18-35,Mujer,1.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
18274,0-18,Hombre,5.5,Historica,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
18275,0-18,Mujer,5.5,Literaria,Gratis,Baja,Solo,Pie,Entre Naranjos
18276,0-18,Mujer,5.5,Historica,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
18277,0-18,Mujer,7.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18278,35-45,Prefiero no decirlo,7.5,Patrimonio,+50 Euros,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
18279,+45,Mujer,7.5,Historica,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
18280,35-45,Mujer,5.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
18281,35-45,Hombre,5.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
18282,+45,Mujer,7.5,Turistica,1-50 Euros,Baja,Solo,Pie,Arbres: La volta al món
18283,35-45,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18284,0-18,Prefiero no decirlo,1.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
18285,0-18,Hombre,7.5,Historica,+50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18286,+45,Mujer,7.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18287,18-35,Mujer,7.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
18288,18-35,Mujer,1.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
18289,+45,Hombre,5.5,Historica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
18290,0-18,Mujer,7.5,Turistica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
18291,35-45,Hombre,5.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18292,18-35,Mujer,3.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Ruta pel Centre Històric
18293,35-45,Mujer,1.5,Turistica,+50 Euros,Baja,Solo,Pie,Arbres: La volta al món
18294,+45,Mujer,7.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18295,35-45,Hombre,7.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Entre Naranjos
18296,18-35,Prefiero no decirlo,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
18297,+45,Hombre,7.5,Historica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18298,+45,Hombre,5.5,Literaria,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
18299,18-35,Hombre,5.5,Historica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18300,0-18,Prefiero no decirlo,1.5,Patrimonio,Gratis,Baja,Amigos,Pie,Sant Agustí - Portal Nou
18301,18-35,Mujer,5.5,Turistica,+50 Euros,Baja,Solo,Pie,Arbres: Un passeig per l’Albereda
18302,18-35,Mujer,1.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
18303,+45,Hombre,3.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18304,35-45,Prefiero no decirlo,5.5,Turistica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18305,18-35,Hombre,7.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
18306,+45,Prefiero no decirlo,3.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
18307,18-35,Prefiero no decirlo,5.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
18308,18-35,Prefiero no decirlo,1.5,Historica,1-50 Euros,Baja,Solo,Pie,Ruta Valencia en la Memòria
18309,18-35,Hombre,3.5,Turistica,+50 Euros,Alta,Solo,Pie,Ruta pel Centre Històric
18310,35-45,Hombre,5.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18311,35-45,Hombre,1.5,Turistica,1-50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
18312,35-45,Mujer,7.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
18313,0-18,Prefiero no decirlo,7.5,Literaria,+50 Euros,Baja,Familia,Pie,Entre Naranjos
18314,0-18,Hombre,7.5,Literaria,Gratis,Alta,Pareja,Pie,Glorieta-Santa Catalina
18315,18-35,Hombre,5.5,Literaria,+50 Euros,Alta,Familia,Pie,No hay ruta
18316,+45,Prefiero no decirlo,1.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
18317,0-18,Mujer,3.5,Historica,+50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
18318,0-18,Hombre,7.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
18319,0-18,Prefiero no decirlo,5.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18320,+45,Hombre,1.5,Historica,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
18321,+45,Mujer,3.5,Patrimonio,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
18322,35-45,Mujer,5.5,Patrimonio,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
18323,+45,Hombre,7.5,Patrimonio,+50 Euros,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
18324,+45,Mujer,5.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18325,18-35,Prefiero no decirlo,5.5,Patrimonio,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
18326,18-35,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Serrans - Palau de la Generalitat
18327,+45,Hombre,1.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
18328,35-45,Prefiero no decirlo,3.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
18329,+45,Mujer,3.5,Literaria,Gratis,Alta,Pareja,Pie,Glorieta-Santa Catalina
18330,35-45,Prefiero no decirlo,7.5,Literaria,+50 Euros,Baja,Solo,Pie,Contes Blasco Ibañez – Ruta 1
18331,18-35,Prefiero no decirlo,3.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
18332,35-45,Mujer,7.5,Historica,Gratis,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18333,0-18,Prefiero no decirlo,7.5,Patrimonio,+50 Euros,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
18334,+45,Prefiero no decirlo,1.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Sant Agustí - Portal Nou
18335,0-18,Hombre,3.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18336,35-45,Hombre,7.5,Historica,Gratis,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18337,0-18,Mujer,7.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
18338,+45,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Entre Naranjos
18339,+45,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
18340,0-18,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Sant Agustí - Portal Nou
18341,0-18,Mujer,3.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
18342,18-35,Hombre,1.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
18343,18-35,Hombre,7.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
18344,18-35,Mujer,5.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
18345,+45,Mujer,5.5,Historica,Gratis,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18346,+45,Prefiero no decirlo,3.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
18347,18-35,Prefiero no decirlo,7.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
18348,0-18,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Entre Naranjos
18349,35-45,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Baja,Amigos,Pie,Contes Blasco Ibañez – Ruta 1
18350,18-35,Hombre,3.5,Literaria,Gratis,Baja,Amigos,Pie,La barraca
18351,18-35,Hombre,7.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
18352,18-35,Mujer,3.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
18353,18-35,Mujer,5.5,Literaria,1-50 Euros,Baja,Amigos,Pie,La barraca
18354,0-18,Prefiero no decirlo,3.5,Patrimonio,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
18355,+45,Hombre,1.5,Literaria,+50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
18356,+45,Mujer,7.5,Turistica,1-50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
18357,0-18,Hombre,5.5,Turistica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
18358,35-45,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
18359,35-45,Hombre,1.5,Patrimonio,+50 Euros,Baja,Pareja,Pie,Sant Agustí - Portal Nou
18360,0-18,Hombre,3.5,Turistica,1-50 Euros,Baja,Solo,Pie,Arbres: La volta al món
18361,+45,Prefiero no decirlo,7.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
18362,0-18,Prefiero no decirlo,5.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
18363,0-18,Mujer,5.5,Turistica,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
18364,0-18,Mujer,5.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18365,18-35,Prefiero no decirlo,1.5,Turistica,1-50 Euros,Alta,Familia,Pie,Ruta pel Centre Històric
18366,35-45,Prefiero no decirlo,3.5,Patrimonio,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
18367,+45,Prefiero no decirlo,5.5,Historica,+50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
18368,+45,Hombre,1.5,Turistica,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
18369,0-18,Prefiero no decirlo,1.5,Turistica,1-50 Euros,Baja,Familia,Pie,Arbres: La volta al món
18370,+45,Prefiero no decirlo,5.5,Historica,+50 Euros,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18371,+45,Prefiero no decirlo,3.5,Literaria,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18372,0-18,Hombre,5.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
18373,0-18,Mujer,7.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
18374,+45,Prefiero no decirlo,7.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18375,35-45,Prefiero no decirlo,3.5,Patrimonio,+50 Euros,Baja,Familia,Pie,Torres de Quart - Temple
18376,+45,Prefiero no decirlo,7.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
18377,+45,Prefiero no decirlo,7.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
18378,0-18,Prefiero no decirlo,7.5,Literaria,1-50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
18379,18-35,Hombre,7.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
18380,+45,Hombre,1.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Sant Agustí - Portal Nou
18381,0-18,Prefiero no decirlo,1.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Sant Agustí - Portal Nou
18382,+45,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
18383,+45,Hombre,7.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
18384,0-18,Prefiero no decirlo,5.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
18385,0-18,Prefiero no decirlo,5.5,Historica,1-50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
18386,+45,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
18387,+45,Hombre,1.5,Turistica,1-50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
18388,0-18,Hombre,5.5,Literaria,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
18389,18-35,Mujer,1.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
18390,18-35,Hombre,7.5,Turistica,+50 Euros,Baja,Pareja,Pie,Arbres: Un viatge pel Mediterrani
18391,0-18,Mujer,7.5,Literaria,1-50 Euros,Baja,Amigos,Pie,Contes Blasco Ibañez – Ruta 1
18392,+45,Hombre,7.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
18393,+45,Mujer,5.5,Patrimonio,+50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
18394,35-45,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18395,18-35,Prefiero no decirlo,5.5,Literaria,+50 Euros,Alta,Solo,Pie,No hay ruta
18396,18-35,Mujer,7.5,Turistica,Gratis,Alta,Amigos,Pie,Ruta pel Centre Històric
18397,35-45,Hombre,3.5,Historica,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18398,35-45,Prefiero no decirlo,5.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
18399,18-35,Hombre,5.5,Literaria,+50 Euros,Baja,Amigos,Pie,La barraca
18400,18-35,Prefiero no decirlo,3.5,Literaria,+50 Euros,Alta,Pareja,Pie,No hay ruta
18401,35-45,Prefiero no decirlo,7.5,Historica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
18402,+45,Hombre,5.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
18403,35-45,Prefiero no decirlo,7.5,Literaria,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
18404,18-35,Hombre,1.5,Turistica,+50 Euros,Alta,Familia,Pie,Ruta pel Centre Històric
18405,18-35,Hombre,7.5,Turistica,+50 Euros,Alta,Pareja,Pie,Ruta pel Centre Històric
18406,0-18,Hombre,7.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18407,35-45,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Amigos,Bicicleta,Torres de Quart - Temple
18408,18-35,Hombre,3.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
18409,35-45,Prefiero no decirlo,7.5,Turistica,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
18410,0-18,Mujer,7.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18411,+45,Mujer,1.5,Historica,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18412,0-18,Hombre,7.5,Turistica,1-50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
18413,+45,Hombre,1.5,Patrimonio,Gratis,Baja,Familia,Pie,Sant Agustí - Portal Nou
18414,35-45,Mujer,1.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
18415,0-18,Hombre,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18416,35-45,Hombre,7.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
18417,35-45,Prefiero no decirlo,1.5,Historica,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
18418,+45,Hombre,5.5,Turistica,Gratis,Baja,Amigos,Pie,Arbres: La volta al món
18419,35-45,Mujer,3.5,Literaria,Gratis,Baja,Familia,Pie,Contes Blasco Ibañez – Ruta 1
